ProvinceName,KabupatenName,KecamatanName,PrabowoHattaVotes,JokowiKallaVotes,TotalVotes
LAMPUNG,LAMPUNG BARAT,PESISIR UTARA,2334,1998,4332
LAMPUNG,LAMPUNG UTARA,TANJUNG RAJA,10734,6405,17139
LAMPUNG,LAMPUNG UTARA,BLAMBANGAN PAGAR,5002,5087,10089
LAMPUNG,LAMPUNG BARAT,BALIK BUKIT,9850,9071,18921
LAMPUNG,LAMPUNG UTARA,KOTABUMI SELATAN,23409,10075,33484
LAMPUNG,LAMPUNG BARAT,AIR HITAM,1855,5112,6967
LAMPUNG,LAMPUNG BARAT,PESISIR SELATAN,4192,7113,11305
LAMPUNG,LAMPUNG BARAT,KRUI SELATAN,1876,2190,4066
LAMPUNG,LAMPUNG BARAT,LUMBOK SEMINUNG,1344,2767,4111
LAMPUNG,LAMPUNG BARAT,BATU KETULIS,3145,4511,7656
LAMPUNG,LAMPUNG BARAT,LEMONG,2804,4201,7005
LAMPUNG,LAMPUNG BARAT,BATU BRAK,4509,3365,7874
LAMPUNG,LAMPUNG BARAT,KEBUN TEBU,3788,6998,10786
LAMPUNG,TULANG BAWANG,GEDUNG AJI BARU,5159,5937,11096
LAMPUNG,LAMPUNG BARAT,KARYA PENGGAWA,2485,3268,5753
LAMPUNG,TULANG BAWANG,DENTE TELADAS,11203,16059,27262
LAMPUNG,LAMPUNG BARAT,PULAUPISANG,420,483,903
LAMPUNG,LAMPUNG BARAT,WAY TENONG,8031,7973,16004
LAMPUNG,LAMPUNG BARAT,PESISIR TENGAH,4901,3958,8859
LAMPUNG,LAMPUNG BARAT,BENGKUNAT,1693,2637,4330
LAMPUNG,LAMPUNG BARAT,BANDAR NEGERI SUOH,3554,12461,16015
LAMPUNG,LAMPUNG BARAT,SUKAU,5589,6182,11771
LAMPUNG,TULANG BAWANG,RAWA PITU,3671,5030,8701
LAMPUNG,TULANG BAWANG,RAWA JITU SELATAN,7308,8111,15419
LAMPUNG,TULANG BAWANG,GEDUNG MENENG,12145,8936,21081
LAMPUNG,TULANG BAWANG,MERAKSA AJI,2683,4573,7256
LAMPUNG,TULANG BAWANG,PENAWAR AJI,2945,6682,9627
LAMPUNG,LAMPUNG BARAT,SUMBER JAYA,5894,6786,12680
LAMPUNG,TULANG BAWANG,PENAWAR TAMA,5193,10065,15258
LAMPUNG,LAMPUNG BARAT,SUOH,2539,8688,11227
LAMPUNG,LAMPUNG BARAT,SEKINCAU,4000,6367,10367
LAMPUNG,LAMPUNG BARAT,BELALAU,3214,4594,7808
LAMPUNG,TANGGAMUS,KOTA AGUNG BARAT,7870,2479,10349
LAMPUNG,TULANG BAWANG,BANJAR BARU,4256,3655,7911
LAMPUNG,TULANG BAWANG,BANJAR MARGO,6913,11789,18702
LAMPUNG,TULANG BAWANG,BANJAR AGUNG,9065,11866,20931
LAMPUNG,TANGGAMUS,AIR NANINGAN,6446,9399,15845
LAMPUNG,TANGGAMUS,GISTING,11552,10386,21938
LAMPUNG,TANGGAMUS,LIMAU,5774,5649,11423
LAMPUNG,TULANG BAWANG,MENGGALA TIMUR,4136,4044,8180
LAMPUNG,TULANG BAWANG,MENGGALA,13801,8094,21895
LAMPUNG,TANGGAMUS,KOTA AGUNG,13219,8682,21901
LAMPUNG,TANGGAMUS,WONOSOBO,9505,8407,17912
LAMPUNG,TANGGAMUS,KLUMBAYAN,3312,3053,6365
LAMPUNG,TANGGAMUS,PUGUNG,17210,12849,30059
LAMPUNG,TANGGAMUS,BULOK,5741,5552,11293
LAMPUNG,TANGGAMUS,TALANG PADANG,15246,8169,23415
LAMPUNG,TULANG BAWANG,GEDUNG AJI,2963,4177,7140
LAMPUNG,TANGGAMUS,GUNUNG ALIP,7502,2452,9954
LAMPUNG,TULANG BAWANG,RAWA JITU TIMUR,3723,3535,7258
LAMPUNG,TANGGAMUS,KOTA AGUNG TIMUR,5999,3851,9850
LAMPUNG,TANGGAMUS,SUMBER REJO,7162,11835,18997
LAMPUNG,TANGGAMUS,PEMATANG SAWA,4187,5017,9204
LAMPUNG,TANGGAMUS,PULAU PANGGUNG,10590,8366,18956
LAMPUNG,TANGGAMUS,BANDAR NEGERI SEMUONG,4143,2959,7102
LAMPUNG,LAMPUNG TIMUR,BANDAR SRIBHAWONO,8520,16946,25466
LAMPUNG,TANGGAMUS,SEMAKA,9700,10814,20514
LAMPUNG,TANGGAMUS,CUKUH BALAK,6671,5921,12592
LAMPUNG,LAMPUNG TIMUR,LABUHAN RATU,9509,14686,24195
LAMPUNG,LAMPUNG TIMUR,BATANGHARI NUBAN,13191,11497,24688
LAMPUNG,LAMPUNG TIMUR,JABUNG,14974,11938,26912
LAMPUNG,TANGGAMUS,KLUMBAYAN BARAT,2504,4011,6515
LAMPUNG,LAMPUNG TIMUR,SEKAMPUNG,13038,22103,35141
LAMPUNG,LAMPUNG TIMUR,GUNUNG PELINDUNG,5656,4853,10509
LAMPUNG,TANGGAMUS,ULU BELU,8822,15824,24646
LAMPUNG,LAMPUNG TIMUR,MATARAM BARU,7243,6867,14110
LAMPUNG,LAMPUNG TIMUR,SEKAMPUNG UDIK,12570,25441,38011
LAMPUNG,LAMPUNG TIMUR,PASIR SAKTI,7267,11532,18799
LAMPUNG,LAMPUNG TIMUR,SUKADANA,16048,20971,37019
LAMPUNG,LAMPUNG TIMUR,BATANGHARI,14832,17860,32692
LAMPUNG,LAMPUNG TIMUR,PEKALONGAN,12982,14914,27896
LAMPUNG,LAMPUNG TIMUR,MARGA TIGA,9349,15063,24412
LAMPUNG,LAMPUNG TIMUR,MELINTING,7092,6258,13350
LAMPUNG,WAY KANAN,BLAMBANGAN UMPU,15627,17377,33004
LAMPUNG,LAMPUNG TIMUR,BUMI AGUNG,4028,6537,10565
LAMPUNG,LAMPUNG TIMUR,PURBOLINGGO,11947,12203,24150
LAMPUNG,LAMPUNG TIMUR,BRAJA SELEBAH,4243,7450,11693
LAMPUNG,LAMPUNG TIMUR,WAWAY KARYA,7262,11813,19075
LAMPUNG,LAMPUNG TIMUR,MARGA SEKAMPUNG,5634,9094,14728
LAMPUNG,WAY KANAN,NEGERI BESAR,3560,7351,10911
LAMPUNG,LAMPUNG TIMUR,WAY BUNGUR,6184,6650,12834
LAMPUNG,LAMPUNG TIMUR,LABUHAN MARINGGAI,15344,17773,33117
LAMPUNG,WAY KANAN,BARADATU,10836,10975,21811
LAMPUNG,WAY KANAN,REBANG TANGKAS,4776,6773,11549
LAMPUNG,WAY KANAN,BUAY BAHUGA,6544,4884,11428
LAMPUNG,LAMPUNG TIMUR,WAY JEPARA,11540,16469,28009
LAMPUNG,LAMPUNG TIMUR,METRO KIBANG,3696,8757,12453
LAMPUNG,WAY KANAN,BAHUGA,2582,3552,6134
LAMPUNG,WAY KANAN,WAY TUBA,6969,5816,12785
LAMPUNG,WAY KANAN,GUNUNG LABUHAN,7220,7314,14534
LAMPUNG,LAMPUNG TIMUR,RAMAN UTARA,8379,13592,21971
LAMPUNG,WAY KANAN,PAKUAN RATU,8196,15577,23773
LAMPUNG,PESAWARAN,GEDONG TATAAN,29078,23615,52693
LAMPUNG,PESAWARAN,NEGERI KATON,16088,19953,36041
LAMPUNG,WAY KANAN,NEGARA BATIN,6849,12418,19267
LAMPUNG,PESAWARAN,MARGA PUNDUH,3949,4188,8137
LAMPUNG,WAY KANAN,KASUI,8025,8924,16949
LAMPUNG,WAY KANAN,NEGERI AGUNG,8245,12719,20964
LAMPUNG,PRINGSEWU,AMBARAWA,8945,10042,18987
LAMPUNG,PESAWARAN,PUNDUH PIDADA,3152,4742,7894
LAMPUNG,WAY KANAN,BANJIT,10766,14072,24838
LAMPUNG,PRINGSEWU,GADING REJO,21132,21505,42637
LAMPUNG,WAY KANAN,BUMI AGUNG,7544,7178,14722
LAMPUNG,PESAWARAN,TEGINENENG,12054,18464,30518
LAMPUNG,PESAWARAN,WAY LIMA,12499,8331,20830
LAMPUNG,PESAWARAN,KEDONDONG,9382,8520,17902
LAMPUNG,PRINGSEWU,PAGELARAN,14214,12974,27188
LAMPUNG,PRINGSEWU,PRINGSEWU,20392,23527,43919
LAMPUNG,MESUJI,MESUJI,3073,6557,9630
LAMPUNG,MESUJI,WAY SERDANG,8697,14530,23227
LAMPUNG,PESAWARAN,PADANG CERMIN,18576,29941,48517
LAMPUNG,PESAWARAN,WAY KHILAU,8782,5561,14343
LAMPUNG,TULANG BAWANG BARAT,TULANG BAWANG UDIK,9087,8880,17967
LAMPUNG,MESUJI,MESUJI TIMUR,6093,11419,17512
LAMPUNG,PRINGSEWU,ADILUWIH,8304,10223,18527
LAMPUNG,PRINGSEWU,PARDASUKA,9227,9407,18634
LAMPUNG,PRINGSEWU,BANYUMAS,5070,5724,10794
LAMPUNG,MESUJI,SIMPANG PEMATANG,8152,5796,13948
LAMPUNG,TULANG BAWANG BARAT,GUNUNG AGUNG,6252,11866,18118
LAMPUNG,PRINGSEWU,PAGELARAN UTARA,3380,4025,7405
LAMPUNG,KOTA BANDAR LAMPUNG,KEMILING,20159,13893,34052
LAMPUNG,MESUJI,TANJUNG RAYA,9256,11694,20950
LAMPUNG,PRINGSEWU,SUKOHARJO,12013,12248,24261
LAMPUNG,KOTA BANDAR LAMPUNG,KEDATON,13389,11950,25339
LAMPUNG,TULANG BAWANG BARAT,LAMBU KIBANG,5716,7496,13212
LAMPUNG,KOTA BANDAR LAMPUNG,TELUKBETUNG TIMUR,8894,11855,20749
LAMPUNG,MESUJI,RAWA JITU UTARA,6025,7080,13105
LAMPUNG,KOTA BANDAR LAMPUNG,LANGKAPURA,10345,6788,17133
LAMPUNG,KOTA BANDAR LAMPUNG,KEDAMAIAN,11341,13007,24348
LAMPUNG,TULANG BAWANG BARAT,TULANG BAWANG TENGAH,23535,22445,45980
LAMPUNG,KOTA BANDAR LAMPUNG,RAJABASA,12873,8524,21397
LAMPUNG,KOTA BANDAR LAMPUNG,ENGGAL,7080,6082,13162
LAMPUNG,MESUJI,PANCA JAYA,3828,5505,9333
LAMPUNG,KOTA BANDAR LAMPUNG,TANJUNGKARANG BARAT,15070,12050,27120
LAMPUNG,KOTA BANDAR LAMPUNG,TELUKBETUNG SELATAN,8678,11231,19909
LAMPUNG,TULANG BAWANG BARAT,PAGAR DEWA,1567,1846,3413
LAMPUNG,TULANG BAWANG BARAT,GUNUNG TERANG,6907,11290,18197
LAMPUNG,KOTA BANDAR LAMPUNG,BUMI WARAS,9732,17938,27670
LAMPUNG,TULANG BAWANG BARAT,WAY KENANGA,3948,7789,11737
LAMPUNG,KOTA BANDAR LAMPUNG,TANJUNG SENANG,12387,11279,23666
LAMPUNG,KOTA BANDAR LAMPUNG,LABUHAN RATU,12448,9195,21643
LAMPUNG,KOTA BANDAR LAMPUNG,SUKARAME,16429,13325,29754
LAMPUNG,TULANG BAWANG BARAT,TUMIJAJAR,12035,12019,24054
KEPULAUAN BANGKA BELITUNG,BANGKA,BELINYU,0,0,0
LAMPUNG,KOTA METRO,METRO UTARA,6733,7972,14705
LAMPUNG,KOTA BANDAR LAMPUNG,SUKABUMI,14930,13529,28459
LAMPUNG,KOTA BANDAR LAMPUNG,PANJANG,13157,21583,34740
LAMPUNG,KOTA BANDAR LAMPUNG,TELUKBETUNG BARAT,7144,8133,15277
LAMPUNG,KOTA BANDAR LAMPUNG,TANJUNGKARANG TIMUR,9096,9084,18180
LAMPUNG,KOTA METRO,METRO PUSAT,13634,12560,26194
LAMPUNG,KOTA BANDAR LAMPUNG,WAY HALIM,14706,16777,31483
KEPULAUAN BANGKA BELITUNG,BANGKA,RIAU SILIP,0,0,0
LAMPUNG,KOTA BANDAR LAMPUNG,TANJUNGKARANG PUSAT,13571,11046,24617
KEPULAUAN BANGKA BELITUNG,BANGKA,MERAWANG,0,0,0
KEPULAUAN BANGKA BELITUNG,BANGKA,PUDING BESAR,0,0,0
KEPULAUAN BANGKA BELITUNG,BANGKA,SUNGAILIAT,0,0,0
LAMPUNG,KOTA METRO,METRO BARAT,7103,7004,14107
LAMPUNG,KOTA METRO,METRO SELATAN,4363,4502,8865
KEPULAUAN BANGKA BELITUNG,BANGKA,MENDO BARAT,0,0,0
LAMPUNG,KOTA BANDAR LAMPUNG,TELUKBETUNG UTARA,12096,13208,25304
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,TOBOALI,9492,20385,29877
KEPULAUAN BANGKA BELITUNG,BELITUNG,BADAU,0,0,0
KEPULAUAN BANGKA BELITUNG,BELITUNG,SIJUK,0,0,0
KEPULAUAN BANGKA BELITUNG,BELITUNG,MEMBALONG,0,0,0
KEPULAUAN BANGKA BELITUNG,BANGKA,PEMALI,0,0,0
LAMPUNG,KOTA METRO,METRO TIMUR,10099,9804,19903
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,PAYUNG,3945,5554,9499
KEPULAUAN BANGKA BELITUNG,BELITUNG,TANJUNG PANDAN,0,0,0
KEPULAUAN BANGKA BELITUNG,BELITUNG,SELAT NASIK,0,0,0
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,SIMPANG RIMBA,2378,7674,10052
KEPULAUAN BANGKA BELITUNG,BANGKA,BAKAM,0,0,0
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,AIR GEGAS,4937,10700,15637
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,PANGKALAN BARU,4402,13618,18020
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,LUBUK BESAR,2621,8581,11202
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,SUNGAI SELAN,3811,10194,14005
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,TUKAK SADAI,1253,4326,5579
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,PULAUBESAR,1102,3247,4349
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,SIMPANG KATIS,3609,5884,9493
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,PARITTIGA,2588,12202,14790
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,LEPAR PONGOK,1035,2578,3613
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,SIMPANG TERITIP,3094,9840,12934
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,TEMPILANG,3330,9069,12399
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,KOBA,5218,10397,15615
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,JEBUS,2873,6781,9654
KEPULAUAN BANGKA BELITUNG,KOTA PANGKALPINANG,BUKITINTAN,4901,10417,15318
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,KEPULAUAN PONGOK,432,1771,2203
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,MUNTOK,6764,15251,22015
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,KELAPA,3832,11573,15405
KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,KELAPA KAMPIT,3709,6222,9931
KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,SIMPANG RENGGIANG,1199,3025,4224
KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,MANGGAR,5785,12291,18076
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,NAMANG,2417,4033,6450
KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,DENDANG,1524,3909,5433
KEPULAUAN RIAU,BINTAN,BINTAN PESISIR,1111,2668,3779
KEPULAUAN BANGKA BELITUNG,KOTA PANGKALPINANG,TAMAN SARI,4880,4680,9560
KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,DAMAR,1879,4620,6499
KEPULAUAN BANGKA BELITUNG,KOTA PANGKALPINANG,GABEK,5096,6291,11387
KEPULAUAN BANGKA BELITUNG,KOTA PANGKALPINANG,GIRIMAYA,2556,6631,9187
KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,SIMPANG PESAK,986,3364,4350
KEPULAUAN RIAU,BINTAN,BINTAN TIMUR,8196,11772,19968
KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,GANTUNG,3460,9386,12846
KEPULAUAN BANGKA BELITUNG,KOTA PANGKALPINANG,RANGKUI,6481,9323,15804
KEPULAUAN BANGKA BELITUNG,KOTA PANGKALPINANG,PANGKAL BALAM,3542,5719,9261
KEPULAUAN BANGKA BELITUNG,KOTA PANGKALPINANG,GERUNGGANG,8347,6642,14989
KEPULAUAN RIAU,BINTAN,GUNUNG KIJANG,2001,4687,6688
KEPULAUAN RIAU,BINTAN,TAMBELAN,945,1370,2315
KEPULAUAN RIAU,BINTAN,BINTAN UTARA,4073,5479,9552
KEPULAUAN RIAU,BINTAN,TELUK BINTAN,2081,3394,5475
KEPULAUAN RIAU,BINTAN,TELOK SEBONG,2606,4966,7572
KEPULAUAN RIAU,KARIMUN,DURAI,1184,1655,2839
KEPULAUAN RIAU,KARIMUN,UNGAR,753,1828,2581
KEPULAUAN RIAU,KARIMUN,MERAL BARAT,2673,3130,5803
KEPULAUAN RIAU,BINTAN,TOAPAYA,1985,4026,6011
KEPULAUAN RIAU,KARIMUN,KUNDUR BARAT,2488,6027,8515
KEPULAUAN RIAU,BINTAN,MANTANG,944,1081,2025
KEPULAUAN RIAU,KARIMUN,MORO,2902,6257,9159
KEPULAUAN RIAU,NATUNA,BUNGURAN SELATAN,403,940,1343
KEPULAUAN RIAU,KARIMUN,KARIMUN,7212,11466,18678
KEPULAUAN RIAU,BINTAN,SERI KUALA LOBAM,3175,4220,7395
KEPULAUAN RIAU,KARIMUN,BURU,1801,2289,4090
KEPULAUAN RIAU,NATUNA,PULAU LAUT,162,843,1005
KEPULAUAN RIAU,NATUNA,BUNGURAN TIMUR LAUT,717,1542,2259
KEPULAUAN RIAU,KARIMUN,KUNDUR,3604,9532,13136
KEPULAUAN RIAU,KARIMUN,TEBING,4654,6377,11031
KEPULAUAN RIAU,NATUNA,BUNGURAN BARAT,1195,3899,5094
KEPULAUAN RIAU,KARIMUN,MERAL,6103,10932,17035
KEPULAUAN RIAU,KARIMUN,KUNDUR UTARA,1636,3855,5491
KEPULAUAN RIAU,NATUNA,MIDAI,684,1734,2418
KEPULAUAN RIAU,KARIMUN,BELAT,833,2161,2994
KEPULAUAN RIAU,KARIMUN,BELAT,833,2161,2994
KEPULAUAN RIAU,LINGGA,SENAYANG,2671,7350,10021
KEPULAUAN RIAU,NATUNA,SUBI,358,964,1322
KEPULAUAN RIAU,NATUNA,BUNGURAN TIMUR,3447,6025,9472
KEPULAUAN RIAU,LINGGA,SINGKEP,4141,7582,11723
KEPULAUAN RIAU,KEPULAUAN ANAMBAS,SIANTAN TIMUR,407,1509,1916
KEPULAUAN RIAU,LINGGA,LINGGA,1868,3880,5748
KEPULAUAN RIAU,LINGGA,SELAYAR,523,1168,1691
KEPULAUAN RIAU,LINGGA,SINGKEP BARAT,1711,6401,8112
KEPULAUAN RIAU,NATUNA,SERASAN TIMUR,582,787,1369
KEPULAUAN RIAU,KEPULAUAN ANAMBAS,SIANTAN,1505,3738,5243
KEPULAUAN RIAU,NATUNA,BUNGURAN TENGAH,519,1160,1679
KEPULAUAN RIAU,KEPULAUAN ANAMBAS,PALMATAK,1582,4248,5830
KEPULAUAN RIAU,NATUNA,PULAU TIGA,620,1661,2281
KEPULAUAN RIAU,KEPULAUAN ANAMBAS,JEMAJA TIMUR,299,879,1178
KEPULAUAN RIAU,LINGGA,SINGKEP PESISIR,636,1643,2279
KEPULAUAN RIAU,KOTA BATAM,BELAKANG PADANG,5232,4839,10071
KEPULAUAN RIAU,NATUNA,BUNGURAN UTARA,445,1390,1835
KEPULAUAN RIAU,LINGGA,LINGGA TIMUR,711,1352,2063
KEPULAUAN RIAU,KEPULAUAN ANAMBAS,SIANTAN SELATAN,493,1384,1877
KEPULAUAN RIAU,KOTA BATAM,LUBUK BAJA,11558,25337,36895
KEPULAUAN RIAU,NATUNA,SERASAN,824,1427,2251
KEPULAUAN RIAU,LINGGA,LINGGA UTARA,1757,3567,5324
KEPULAUAN RIAU,KOTA BATAM,BATU AJI,24713,33715,58428
KEPULAUAN RIAU,KOTA BATAM,SAGULUNG,33442,41770,75212
KEPULAUAN RIAU,KOTA BATAM,GALANG,3555,4248,7803
KEPULAUAN RIAU,KOTA TANJUNGPINANG,TANJUNG PINANG BARAT,9135,14998,24133
KEPULAUAN RIAU,KOTA BATAM,NONGSA,13019,13796,26815
KEPULAUAN RIAU,KOTA TANJUNGPINANG,TANJUNG PINANG KOTA,2848,6745,9593
KEPULAUAN RIAU,KOTA BATAM,BENGKONG,22084,24017,46101
DKI JAKARTA,JAKARTA PUSAT,GAMBIR,20496,30787,51283
KEPULAUAN RIAU,KOTA BATAM,BATU AMPAR,11830,15001,26831
KEPULAUAN RIAU,KOTA BATAM,BULANG,2299,3173,5472
KEPULAUAN RIAU,KOTA TANJUNGPINANG,TANJUNG PINANG TIMUR,15927,17881,33808
DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,57222,70723,127945
KEPULAUAN RIAU,KEPULAUAN ANAMBAS,SIANTAN TENGAH,369,1314,1683
DKI JAKARTA,JAKARTA PUSAT,SENEN,31210,33278,64488
KEPULAUAN RIAU,KOTA BATAM,BATAM KOTA,31612,45129,76741
KEPULAUAN RIAU,KOTA TANJUNGPINANG,BUKIT BESTARI,10354,15397,25751
KEPULAUAN RIAU,KEPULAUAN ANAMBAS,JEMAJA,813,2073,2886
KEPULAUAN RIAU,KOTA BATAM,SEI BEDUK,16320,21476,37796
KEPULAUAN RIAU,KOTA BATAM,SEKUPANG,26582,24665,51247
DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,43759,114244,158003
DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,44003,42600,86603
DKI JAKARTA,KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,4684,4977,9661
DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,33646,36654,70300
DKI JAKARTA,KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,2222,3112,5334
DKI JAKARTA,JAKARTA PUSAT,MENTENG,24676,22392,47068
DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,22434,54308,76742
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,22009,46806,68815
DKI JAKARTA,JAKARTA SELATAN,TEBET,73056,56072,129128
DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,25556,56042,81598
DKI JAKARTA,JAKARTA BARAT,TAMBORA,47244,87464,134708
DKI JAKARTA,JAKARTA SELATAN,CILANDAK,53703,59416,113119
DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,20833,46016,66849
DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,81193,94976,176169
DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,34891,89315,124206
DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,61233,79413,140646
DKI JAKARTA,JAKARTA UTARA,KOJA,76160,79492,155652
DKI JAKARTA,JAKARTA BARAT,PAL MERAH,56840,56627,113467
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,26630,26216,52846
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,93992,169742,263734
DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,93772,74947,168719
DKI JAKARTA,JAKARTA BARAT,KALIDERES,82413,117760,200173
DKI JAKARTA,JAKARTA UTARA,CILINCING,93382,93794,187176
DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,51239,45677,96916
DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,60660,62202,122862
DKI JAKARTA,JAKARTA SELATAN,SETIABUDI,32339,32354,64693
DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,81605,119515,201120
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,37528,46443,83971
JAWA BARAT,BOGOR,CIJERUK,25985,11818,37803
DKI JAKARTA,JAKARTA TIMUR,KRAMATJATI,84430,65653,150083
DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,61182,45274,106456
DKI JAKARTA,JAKARTA SELATAN,PANCORAN,53147,36630,89777
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,91053,82591,173644
JAWA BARAT,BOGOR,CIOMAS,53243,27936,81179
DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,85216,78402,163618
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,140363,112921,253284
DKI JAKARTA,JAKARTA TIMUR,MAKASAR,56742,51362,108104
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,76241,84957,161198
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,117132,105800,222932
JAWA BARAT,BOGOR,TAMANSARI,31331,20948,52279
DKI JAKARTA,JAKARTA TIMUR,CIRACAS,78752,69201,147953
DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,46816,37005,83821
JAWA BARAT,BOGOR,CISARUA,44885,17662,62547
JAWA BARAT,BOGOR,TENJO,18445,12889,31334
JAWA BARAT,BOGOR,CIAWI,38803,15353,54156
JAWA BARAT,BOGOR,RANCA BUNGUR,17186,11940,29126
DKI JAKARTA,JAKARTA TIMUR,PULOGADUNG,74138,81732,155870
JAWA BARAT,BOGOR,KLAPANUNGGAL,43103,11655,54758
DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,72928,56525,129453
JAWA BARAT,BOGOR,MEGAMENDUNG,36197,15185,51382
JAWA BARAT,BOGOR,LEUWISADENG,24764,9906,34670
JAWA BARAT,BOGOR,CIBINONG,107445,58743,166188
JAWA BARAT,BOGOR,CIGOMBONG,31090,13430,44520
JAWA BARAT,BOGOR,CIGUDEG,33298,21573,54871
JAWA BARAT,BOGOR,CISEENG,31951,21509,53460
JAWA BARAT,BOGOR,CARINGIN,43721,15682,59403
JAWA BARAT,BOGOR,CITEUREUP,70371,28569,98940
JAWA BARAT,BOGOR,TAJURHALANG,31562,21230,52792
JAWA BARAT,BOGOR,JONGGOL,54417,16908,71325
JAWA BARAT,BOGOR,DRAMAGA,33786,23243,57029
JAWA BARAT,BOGOR,SUKAJAYA,23045,11893,34938
JAWA BARAT,BOGOR,TANJUNGSARI,22245,7669,29914
JAWA BARAT,BOGOR,PARUNG,38083,24181,62264
JAWA BARAT,BOGOR,BABAKAN MADANG,39316,12789,52105
JAWA BARAT,BOGOR,NANGGUNG,27599,16992,44591
JAWA BARAT,BOGOR,CIAMPEA,47438,32069,79507
JAWA BARAT,BOGOR,SUKAMAKMUR,28131,10448,38579
JAWA BARAT,BOGOR,CILEUNGSI,83013,39646,122659
JAWA BARAT,BOGOR,CARIU,23549,6800,30349
JAWA BARAT,BOGOR,SUKARAJA,61972,28474,90446
JAWA BARAT,BOGOR,LEUWILIANG,40257,17777,58034
JAWA BARAT,BOGOR,PARUNG PANJANG,29093,26034,55127
JAWA BARAT,BOGOR,GUNUNG SINDUR,30396,24732,55128
JAWA BARAT,SUKABUMI,SUKABUMI,19933,6929,26862
JAWA BARAT,SUKABUMI,KADUDAMPIT,23036,4405,27441
JAWA BARAT,BOGOR,GUNUNG PUTRI,96077,45519,141596
JAWA BARAT,BOGOR,TENJOLAYA,18412,11081,29493
JAWA BARAT,BOGOR,CIBUNGBULANG,43046,24243,67289
JAWA BARAT,SUKABUMI,CIRACAP,12743,12957,25700
JAWA BARAT,SUKABUMI,CARINGIN,17089,4643,21732
JAWA BARAT,BOGOR,BOJONG GEDE,72754,48959,121713
JAWA BARAT,BOGOR,JASINGA,28354,16557,44911
JAWA BARAT,BOGOR,PAMIJAHAN,44937,22589,67526
JAWA BARAT,SUKABUMI,SUKARAJA,29368,11969,41337
JAWA BARAT,SUKABUMI,CIAMBAR,14021,4480,18501
JAWA BARAT,BOGOR,RUMPIN,37497,26711,64208
