#HEADER:ProvinceCode,ProvinceName,KabupatenCode,KabupatenName,KecamatanCode,KecamatanName,PrabowoHattaVotes,JokowiKallaVotes,TotalVotes
12920,SUMATERA BARAT,13509,PASAMAN,13544,PADANG GELUGUR,10148,2766,12914
12920,SUMATERA BARAT,13416,LIMA PULUH KOTA,13424,GUGUAK,13440,4045,17485
12920,SUMATERA BARAT,13317,AGAM,13411,MALALAK,3628,613,4241
12920,SUMATERA BARAT,13509,PASAMAN,13528,DUO KOTO,7767,3060,10827
12920,SUMATERA BARAT,13416,LIMA PULUH KOTA,13455,PANGKALAN KOTO BARU,10502,2272,12774
12920,SUMATERA BARAT,13554,KEPULAUAN MENTAWAI,13599,SIKAKAP,0,0,0
12920,SUMATERA BARAT,13416,LIMA PULUH KOTA,13489,MUNGKA,9650,2084,11734
12920,SUMATERA BARAT,13509,PASAMAN,13531,TIGO NAGARI,7644,1702,9346
12920,SUMATERA BARAT,13416,LIMA PULUH KOTA,13462,KAPUR IX,8460,2862,11322
12920,SUMATERA BARAT,13416,LIMA PULUH KOTA,13501,AKABILURU,10465,1721,12186
12920,SUMATERA BARAT,13554,KEPULAUAN MENTAWAI,13592,SIPORA UTARA,0,0,0
12920,SUMATERA BARAT,13509,PASAMAN,13535,RAO,7961,3385,11346
12920,SUMATERA BARAT,13554,KEPULAUAN MENTAWAI,13555,PAGAI UTARA,0,0,0
12920,SUMATERA BARAT,13554,KEPULAUAN MENTAWAI,13588,SIBERUT TENGAH,0,0,0
12920,SUMATERA BARAT,13509,PASAMAN,13510,BONJOL,8207,1880,10087
12920,SUMATERA BARAT,13509,PASAMAN,13546,RAO UTARA,4623,1040,5663
12920,SUMATERA BARAT,13608,DHARMASRAYA,83414,PADANG LAWEH,1983,1169,3152
12920,SUMATERA BARAT,13608,DHARMASRAYA,83413,TIUMANG,3588,3345,6933
12920,SUMATERA BARAT,13509,PASAMAN,13538,MAPAT TUNGGUL SELATAN,3120,1120,4240
12920,SUMATERA BARAT,13509,PASAMAN,13550,RAO SELATAN,8978,2319,11297
12920,SUMATERA BARAT,13554,KEPULAUAN MENTAWAI,13567,SIBERUT SELATAN,0,0,0
12920,SUMATERA BARAT,13509,PASAMAN,13522,PANTI,9871,3635,13506
12920,SUMATERA BARAT,13509,PASAMAN,13524,MAPAT TUNGGUL,2915,1845,4760
12920,SUMATERA BARAT,13608,DHARMASRAYA,13630,SITIUNG,9578,3881,13459
12920,SUMATERA BARAT,13509,PASAMAN,13515,LUBUK SIKAPING,19038,3231,22269
12920,SUMATERA BARAT,13608,DHARMASRAYA,83412,KOTO SALAK,5324,4371,9695
12920,SUMATERA BARAT,13554,KEPULAUAN MENTAWAI,13580,SIBERUT BARAT,0,0,0
12920,SUMATERA BARAT,13608,DHARMASRAYA,13623,SUNGAI RUMBAI,5003,4837,9840
12920,SUMATERA BARAT,13554,KEPULAUAN MENTAWAI,13584,SIBERUT BARAT DAYA,0,0,0
12920,SUMATERA BARAT,13554,KEPULAUAN MENTAWAI,13573,SIBERUT UTARA,0,0,0
12920,SUMATERA BARAT,13634,SOLOK SELATAN,13635,SANGIR,13722,4466,18188
12920,SUMATERA BARAT,13554,KEPULAUAN MENTAWAI,13603,PAGAI SELATAN,0,0,0
12920,SUMATERA BARAT,13608,DHARMASRAYA,13609,KOTO BARU,11072,4531,15603
12920,SUMATERA BARAT,13681,PASAMAN BARAT,13682,SUNGAI BEREMAS,7121,1775,8896
12920,SUMATERA BARAT,13608,DHARMASRAYA,83416,KOTO BESAR,7452,4523,11975
12920,SUMATERA BARAT,13554,KEPULAUAN MENTAWAI,13559,SIPORA SELATAN,0,0,0
12920,SUMATERA BARAT,13681,PASAMAN BARAT,13705,SUNGAI AUA,10071,4072,14143
12920,SUMATERA BARAT,13608,DHARMASRAYA,83411,TIMPEH,4678,3173,7851
12920,SUMATERA BARAT,13608,DHARMASRAYA,83415,ASAM JUJUHAN,4257,1595,5852
12920,SUMATERA BARAT,13634,SOLOK SELATAN,13652,KOTO PARIK GADANG DIATEH,7881,2064,9945
12920,SUMATERA BARAT,13634,SOLOK SELATAN,13671,PAUH DUO,6413,1616,8029
12920,SUMATERA BARAT,13608,DHARMASRAYA,13617,PULAU PUNJUNG,14604,4167,18771
12920,SUMATERA BARAT,13634,SOLOK SELATAN,13657,SANGIR JUJUAN,5340,1078,6418
12920,SUMATERA BARAT,13681,PASAMAN BARAT,13707,LUHAK NAN DUO,13729,5522,19251
12920,SUMATERA BARAT,13681,PASAMAN BARAT,13700,RANAH BATAHAN,9098,3287,12385
12920,SUMATERA BARAT,13608,DHARMASRAYA,83410,SEMBILAN KOTO,2602,1145,3747
12920,SUMATERA BARAT,13634,SOLOK SELATAN,13640,SUNGAI PAGU,11577,2697,14274
12920,SUMATERA BARAT,13681,PASAMAN BARAT,13686,PASAMAN,23134,5883,29017
12920,SUMATERA BARAT,13712,KOTA PADANG,13797,KURANJI,49937,9780,59717
12920,SUMATERA BARAT,13681,PASAMAN BARAT,13697,GUNUNG TULEH,0,0,0
12920,SUMATERA BARAT,13712,KOTA PADANG,13756,BUNGUS TELUK KABUNG,8788,1516,10304
12920,SUMATERA BARAT,13681,PASAMAN BARAT,13710,SASAK RANAH PESISIA,4940,1703,6643
12920,SUMATERA BARAT,13681,PASAMAN BARAT,13694,KINALI,20039,8905,28944
12920,SUMATERA BARAT,13634,SOLOK SELATAN,13676,SANGIR BALAI JANGGO,6212,2771,8983
12920,SUMATERA BARAT,13681,PASAMAN BARAT,13690,TALAMAU,11156,1890,13046
12920,SUMATERA BARAT,13634,SOLOK SELATAN,13663,SANGIR BATANG HARI,4920,2411,7331
12920,SUMATERA BARAT,13828,KOTA SOLOK,13837,TANJUNG HARAPAN,11256,2426,13682
12920,SUMATERA BARAT,13828,KOTA SOLOK,13829,LUBUK SIKARAH,14393,2644,17037
12920,SUMATERA BARAT,13886,KOTA PADANG PANJANG,13887,PADANG PANJANG TIMUR,7967,1786,9753
12920,SUMATERA BARAT,13712,KOTA PADANG,13787,PAUH,22107,4039,26146
12920,SUMATERA BARAT,13681,PASAMAN BARAT,13703,KOTO BALINGKA,8334,3546,11880
12920,SUMATERA BARAT,13681,PASAMAN BARAT,13684,LEMBAH MELINTANG,14078,3312,17390
12920,SUMATERA BARAT,13712,KOTA PADANG,13713,PADANG SELATAN,18798,9241,28039
12920,SUMATERA BARAT,13712,KOTA PADANG,13779,LUBUK KILANGAN,18849,4298,23147
12920,SUMATERA BARAT,13712,KOTA PADANG,13737,PADANG BARAT,14282,8106,22388
12920,SUMATERA BARAT,13712,KOTA PADANG,13726,PADANG TIMUR,29436,7665,37101
12920,SUMATERA BARAT,13712,KOTA PADANG,13814,KOTO TANGAH,59982,17433,77415
12920,SUMATERA BARAT,13844,KOTA SAWAHLUNTO,13845,LEMBAH SEGAR,5128,1387,6515
12920,SUMATERA BARAT,13886,KOTA PADANG PANJANG,13896,PADANG PANJANG BARAT,10980,2616,13596
12920,SUMATERA BARAT,13712,KOTA PADANG,13748,PADANG UTARA,20697,5443,26140
12920,SUMATERA BARAT,13933,KOTA PAYAKUMBUH,83418,PAYAKUMBUH SELATAN,4221,884,5105
12920,SUMATERA BARAT,13844,KOTA SAWAHLUNTO,13874,TALAWI,7466,2165,9631
12920,SUMATERA BARAT,13712,KOTA PADANG,13807,NANGGALO,21193,5640,26833
12920,SUMATERA BARAT,13712,KOTA PADANG,13763,LUBUK BEGALUNG,40781,10537,51318
12920,SUMATERA BARAT,13844,KOTA SAWAHLUNTO,13857,BARANGIN,7000,2017,9017
14086,RIAU,14166,KAMPAR,14167,BANGKINANG,13629,3037,16666
12920,SUMATERA BARAT,13933,KOTA PAYAKUMBUH,13995,PAYAKUMBUH TIMUR,9517,2883,12400
12920,SUMATERA BARAT,13905,KOTA BUKITTINGGI,13924,AUR BIRUGO TIGO BALEH,9145,1894,11039
12920,SUMATERA BARAT,13905,KOTA BUKITTINGGI,13906,GUGUAK PANJANG,14470,3681,18151
12920,SUMATERA BARAT,13933,KOTA PAYAKUMBUH,83417,LAMPOSI TIGO NAGORI,3908,796,4704
12920,SUMATERA BARAT,14010,KOTA PARIAMAN,14034,PARIAMAN UTARA,7904,1652,9556
14086,RIAU,14166,KAMPAR,14344,SALO,7392,2835,10227
14086,RIAU,14166,KAMPAR,14358,BANGKINANG SEBERANG,11190,4604,15794
14086,RIAU,14166,KAMPAR,14351,RUMBIO JAYA,6378,1933,8311
14086,RIAU,14166,KAMPAR,14368,PERHENTIAN RAJA,4377,3512,7889
12920,SUMATERA BARAT,13844,KOTA SAWAHLUNTO,13868,SILUNGKANG,3880,1097,4977
14086,RIAU,14166,KAMPAR,14313,TAPUNG HILIR,11596,14887,26483
12920,SUMATERA BARAT,13933,KOTA PAYAKUMBUH,13934,PAYAKUMBUH BARAT,17746,4672,22418
14086,RIAU,14166,KAMPAR,14330,TAPUNG HULU,13569,23052,36621
12920,SUMATERA BARAT,14010,KOTA PARIAMAN,14011,PARIAMAN TENGAH,12517,2697,15214
14086,RIAU,14166,KAMPAR,14221,SIAK HULU,26069,15156,41225
12920,SUMATERA BARAT,14010,KOTA PARIAMAN,14052,PARIAMAN SELATAN,6952,1198,8150
14086,RIAU,14166,KAMPAR,14388,KAMPAR KIRI TENGAH,6778,7583,14361
12920,SUMATERA BARAT,14010,KOTA PARIAMAN,14069,PARIAMAN TIMUR,6606,1123,7729
14086,RIAU,14166,KAMPAR,14200,XIII KOTO KAMPAR,7865,3407,11272
12920,SUMATERA BARAT,13933,KOTA PAYAKUMBUH,13966,PAYAKUMBUH UTARA,11739,2515,14254
14086,RIAU,14166,KAMPAR,14214,KUOK,8927,2144,11071
14086,RIAU,14166,KAMPAR,14400,GUNUNG SAHILAN,3496,5186,8682
14086,RIAU,14166,KAMPAR,14172,KAMPAR,21187,3084,24271
14086,RIAU,14166,KAMPAR,14185,TAMBANG,24850,7197,32047
14086,RIAU,14166,KAMPAR,14373,KAMPAR TIMUR,9819,2174,11993
14086,RIAU,14166,KAMPAR,14380,KAMPAR UTARA,8313,1015,9328
14086,RIAU,14166,KAMPAR,14251,KAMPAR KIRI HILIR,2927,2378,5305
14086,RIAU,14414,INDRAGIRI HULU,14576,SUNGAI LALA,2980,3760,6740
14086,RIAU,14414,INDRAGIRI HULU,14536,BATANG GANGSAL,2930,8765,11695
14086,RIAU,14166,KAMPAR,14407,KOTO KAMPAR HULU,6013,3739,9752
14086,RIAU,14166,KAMPAR,14288,TAPUNG,20749,21824,42573
14086,RIAU,14414,INDRAGIRI HULU,14415,RENGAT,13895,7258,21153
14086,RIAU,14414,INDRAGIRI HULU,14589,LUBUK BATU JAYA,4383,6048,10431
14086,RIAU,14166,KAMPAR,14266,KAMPAR KIRI HULU,3018,2676,5694
14086,RIAU,14166,KAMPAR,14234,KAMPAR KIRI,6538,6706,13244
14086,RIAU,14414,INDRAGIRI HULU,14599,RAKIT KULIM,2964,5331,8295
14086,RIAU,14414,INDRAGIRI HULU,14565,KUALA CENAKU,3081,2684,5765
14086,RIAU,14630,BENGKALIS,14662,BUKIT BATU,7195,8878,16073
14086,RIAU,14414,INDRAGIRI HULU,14547,LIRIK,4756,6406,11162
14086,RIAU,14414,INDRAGIRI HULU,14619,BATANG PERANAP,1451,3724,5175
14086,RIAU,14414,INDRAGIRI HULU,14515,BATANG CENAKU,6179,10963,17142
14086,RIAU,14414,INDRAGIRI HULU,14503,SIBERIDA,9303,12380,21683
14086,RIAU,14630,BENGKALIS,14631,BENGKALIS,16789,19492,36281
14086,RIAU,14414,INDRAGIRI HULU,14434,RENGAT BARAT,10154,10050,20204
14086,RIAU,14414,INDRAGIRI HULU,14453,KELAYANG,5024,6316,11340
14086,RIAU,14414,INDRAGIRI HULU,14472,PASIR PENYU,7817,6499,14316
14086,RIAU,14414,INDRAGIRI HULU,14490,PERANAP,5137,7276,12413
14086,RIAU,14630,BENGKALIS,14652,BANTAN,6261,12783,19044
14086,RIAU,14630,BENGKALIS,14678,MANDAU,62864,48405,111269
14086,RIAU,14741,INDRAGIRI HILIR,14835,TANAH MERAH,4265,6252,10517
14086,RIAU,14741,INDRAGIRI HILIR,14858,GAUNG,3890,10251,14141
14086,RIAU,14741,INDRAGIRI HILIR,14902,TELUK BELENGKONG,1831,4209,6040
14086,RIAU,14741,INDRAGIRI HILIR,14742,RETEH,6818,11872,18690
14086,RIAU,14741,INDRAGIRI HILIR,14870,TEMBILAHAN HULU,8262,9519,17781
14086,RIAU,14741,INDRAGIRI HILIR,14782,TEMPULING,6121,7074,13195
14086,RIAU,14630,BENGKALIS,14727,PINGGIR,12781,29362,42143
14086,RIAU,14741,INDRAGIRI HILIR,14799,MANDAH,6031,9066,15097
14086,RIAU,14741,INDRAGIRI HILIR,14887,PELANGIRAN,7530,10750,18280
14086,RIAU,14630,BENGKALIS,14694,RUPAT,4639,10921,15560
14086,RIAU,14741,INDRAGIRI HILIR,14916,PULAU BURUNG,3662,6237,9899
14086,RIAU,14741,INDRAGIRI HILIR,14766,KUALA INDRAGIRI,2120,3762,5882
14086,RIAU,14741,INDRAGIRI HILIR,14875,KEMUNING,5547,9778,15325
14086,RIAU,14955,PELALAWAN,14956,UKUI,6226,11287,17513
14086,RIAU,14630,BENGKALIS,14707,RUPAT UTARA,2010,4412,6422
14086,RIAU,14741,INDRAGIRI HILIR,14846,BATANG TUAKA,5321,4658,9979
14086,RIAU,14630,BENGKALIS,14713,SIAK KECIL,4122,6616,10738
14086,RIAU,14741,INDRAGIRI HILIR,14932,CONCONG,1902,2585,4487
14086,RIAU,14741,INDRAGIRI HILIR,14753,ENOK,5876,9762,15638
14086,RIAU,14741,INDRAGIRI HILIR,14939,KEMPAS,7234,9230,16464
14086,RIAU,14741,INDRAGIRI HILIR,14812,KATEMAN,6148,11228,17376
14086,RIAU,15087,ROKAN HULU,15088,UJUNG BATU,10220,8410,18630
14086,RIAU,14955,PELALAWAN,14977,PANGKALAN KURAS,9447,13425,22872
14086,RIAU,14955,PELALAWAN,15068,BANDAR SEI KIJANG,3431,4035,7466
14086,RIAU,14741,INDRAGIRI HILIR,14821,KERITANG,8712,19039,27751
14086,RIAU,14741,INDRAGIRI HILIR,14790,GAUNG ANAK SERKA,3727,5167,8894
14086,RIAU,14955,PELALAWAN,15057,KUALA KAMPAR,2199,5971,8170
14086,RIAU,14741,INDRAGIRI HILIR,14775,TEMBILAHAN,16782,15154,31936
14086,RIAU,14955,PELALAWAN,14968,PANGKALAN KERINCI,18025,15584,33609
14086,RIAU,14955,PELALAWAN,15036,BUNUT,2619,3288,5907
14086,RIAU,14955,PELALAWAN,15074,BANDAR PETALANGAN,3584,4257,7841
14086,RIAU,15087,ROKAN HULU,15203,BANGUN PURBA,4772,4503,9275
14086,RIAU,14955,PELALAWAN,15006,LANGGAM,4440,6402,10842
14086,RIAU,15087,ROKAN HULU,15228,BONAI DARUSSALAM,4331,7374,11705
14086,RIAU,15087,ROKAN HULU,15211,TANDUN,6095,7593,13688
14086,RIAU,14741,INDRAGIRI HILIR,14948,SUNGAI BATANG,1866,3041,4907
14086,RIAU,14955,PELALAWAN,15047,TELUK MERANTI,2956,4559,7515
14086,RIAU,15087,ROKAN HULU,15221,KABUN,5662,6036,11698
14086,RIAU,14955,PELALAWAN,15025,KERUMUTAN,6079,5294,11373
14086,RIAU,14955,PELALAWAN,15015,PELALAWAN,2747,3972,6719
14086,RIAU,15087,ROKAN HULU,15124,TAMBUSAI,9690,15701,25391
14086,RIAU,15087,ROKAN HULU,15248,PENDALIAN IV KOTO,3029,3031,6060
14086,RIAU,14955,PELALAWAN,14995,PANGKALAN LESUNG,5190,7422,12612
14086,RIAU,15087,ROKAN HULU,15242,KEPENUHAN HULU,4936,3645,8581
14086,RIAU,15087,ROKAN HULU,15109,RAMBAH,16335,5770,22105
14086,RIAU,15254,ROKAN HILIR,15390,BATU HAMPAR,1519,2243,3762
14086,RIAU,15087,ROKAN HULU,15236,PAGARAN TAPAH DARUSSALAM,2472,2610,5082
14086,RIAU,15087,ROKAN HULU,15162,RAMBAH SAMO,8552,7015,15567
14086,RIAU,15254,ROKAN HILIR,15383,SIMPANG KANAN,5009,7837,12846
14086,RIAU,15087,ROKAN HULU,15148,KUNTO DARUSSALAM,9138,9687,18825
14086,RIAU,15254,ROKAN HILIR,15396,RANTAU KOPAR,1853,1322,3175
14086,RIAU,15087,ROKAN HULU,15191,TAMBUSAI UTARA,10511,27182,37693
14086,RIAU,15254,ROKAN HILIR,15345,SINABOI,2307,4039,6346
14086,RIAU,15087,ROKAN HULU,15177,RAMBAH HILIR,10506,9196,19702
14086,RIAU,15254,ROKAN HILIR,15314,BAGAN SINEMBAH,28025,36760,64785
14086,RIAU,15254,ROKAN HILIR,15255,KUBU,3811,6624,10435
14086,RIAU,15087,ROKAN HULU,15137,KEPENUHAN,6899,3528,10427
14086,RIAU,15254,ROKAN HILIR,15369,BANGKO PUSAKO,8998,17643,26641
14086,RIAU,15254,ROKAN HILIR,15338,PASIR LIMAU KAPAS,4920,10135,15055
14086,RIAU,15087,ROKAN HULU,15094,ROKAN IV KOTO,6808,4731,11539
14086,RIAU,15254,ROKAN HILIR,83476,KUBU BABUSSALAM,3401,6403,9804
14086,RIAU,15412,SIAK,15521,LUBUK DALAM,3304,5382,8686
14086,RIAU,15254,ROKAN HILIR,15350,PUJUD,11948,22239,34187
14086,RIAU,15254,ROKAN HILIR,15401,PEKAITAN,1990,6877,8867
14086,RIAU,15254,ROKAN HILIR,15287,TANAH PUTIH,11955,14995,26950
14086,RIAU,15254,ROKAN HILIR,15363,TANAH PUTIH TANJUNG MELAWAN,3084,3173,6257
14086,RIAU,15412,SIAK,15453,SUNGAI MANDAU,2029,1366,3395
14086,RIAU,15412,SIAK,15537,MEMPURA,4380,2374,6754
14086,RIAU,15254,ROKAN HILIR,15271,BANGKO,19000,18967,37967
14086,RIAU,15254,ROKAN HILIR,15301,RIMBA MELINTANG,6396,10380,16776
14086,RIAU,15412,SIAK,15499,KOTO GASIB,4646,3688,8334
14086,RIAU,15553,KUANTAN SINGINGI,83477,KUANTAN HILIR SEBERANG,2058,4193,6251
14086,RIAU,15412,SIAK,15413,SIAK,6738,4063,10801
14086,RIAU,15412,SIAK,15510,KANDIS,9204,18538,27742
14086,RIAU,15412,SIAK,15438,MINAS,5636,5502,11138
14086,RIAU,15553,KUANTAN SINGINGI,15737,LOGAS TANAH DARAT,4216,6376,10592
14086,RIAU,15412,SIAK,15528,SABAK AUH,2828,2668,5496
14086,RIAU,15553,KUANTAN SINGINGI,15709,SINGINGI HILIR,7107,10333,17440
14086,RIAU,15412,SIAK,15444,TUALANG,27533,17667,45200
14086,RIAU,15412,SIAK,15463,DAYUN,5753,7306,13059
14086,RIAU,15553,KUANTAN SINGINGI,15695,GUNUNGTOAR,4098,2314,6412
14086,RIAU,15553,KUANTAN SINGINGI,15554,KUANTAN MUDIK,6920,4427,11347
14086,RIAU,15412,SIAK,15475,KERINCI KANAN,4978,6490,11468
14086,RIAU,15412,SIAK,15422,SUNGAI APIT,5613,7568,13181
14086,RIAU,15553,KUANTAN SINGINGI,15612,SINGINGI,6743,7972,14715
14086,RIAU,15412,SIAK,15488,BUNGA RAYA,5464,6569,12033
14086,RIAU,15553,KUANTAN SINGINGI,83479,PUCUK RANTAU,1783,2715,4498
14086,RIAU,15412,SIAK,15545,PUSAKO,1768,1188,2956
14086,RIAU,15553,KUANTAN SINGINGI,15763,HULU KUANTAN,1913,1913,3826
14086,RIAU,14087,KEPULAUAN MERANTI,83483,RANGSANG PESISIR,2067,5108,7175
14086,RIAU,15553,KUANTAN SINGINGI,15668,BENAI,4613,3492,8105
14086,RIAU,15553,KUANTAN SINGINGI,15722,PANGEAN,4788,4219,9007
14086,RIAU,14087,KEPULAUAN MERANTI,14121,RANGSANG,2581,6100,8681
14086,RIAU,15553,KUANTAN SINGINGI,83478,SENTAJO RAYA,7298,7780,15078
14086,RIAU,14087,KEPULAUAN MERANTI,83481,TEBING TINGGI TIMUR,1589,4186,5775
14086,RIAU,15553,KUANTAN SINGINGI,15751,INUMAN,2407,4376,6783
14086,RIAU,15775,KOTA PEKANBARU,15776,SUKAJADI,14226,6524,20750
14086,RIAU,15553,KUANTAN SINGINGI,15655,CERENTI,3551,3203,6754
14086,RIAU,14087,KEPULAUAN MERANTI,14144,MERBAU,2319,4747,7066
14086,RIAU,15775,KOTA PEKANBARU,15829,TENAYAN RAYA,35014,20133,55147
14086,RIAU,14087,KEPULAUAN MERANTI,83480,PULAUMERBAU,1839,4562,6401
14086,RIAU,15553,KUANTAN SINGINGI,15626,KUANTAN HILIR,3500,3617,7117
14086,RIAU,14087,KEPULAUAN MERANTI,14105,RANGSANG BARAT,3045,5253,8298
14086,RIAU,15775,KOTA PEKANBARU,15813,BUKIT RAYA,30135,10460,40595
14086,RIAU,14087,KEPULAUAN MERANTI,14135,TEBING TINGGI BARAT,2888,4905,7793
14086,RIAU,15775,KOTA PEKANBARU,15784,PEKANBARU KOTA,8588,2758,11346
14086,RIAU,15775,KOTA PEKANBARU,15839,RUMBAI PESISIR,24020,8242,32262
14086,RIAU,15553,KUANTAN SINGINGI,15585,KUANTAN TENGAH,13599,9329,22928
14086,RIAU,14087,KEPULAUAN MERANTI,14088,TEBING TINGGI,11280,14905,26185
14086,RIAU,15775,KOTA PEKANBARU,15795,LIMA PULUH,10507,9741,20248
14086,RIAU,15846,KOTA DUMAI,15880,MEDANG KAMPAI,2160,2569,4729
14086,RIAU,14087,KEPULAUAN MERANTI,83482,TASIK PUTRI PUYU,2003,5523,7526
14086,RIAU,15846,KOTA DUMAI,83422,DUMAI SELATAN,12695,9708,22403
14086,RIAU,15775,KOTA PEKANBARU,15823,MARPOYAN DAMAI,37088,15061,52149
14086,RIAU,15846,KOTA DUMAI,15874,SUNGAI SEMBILAN,3944,10744,14688
14086,RIAU,15775,KOTA PEKANBARU,15800,SENAPELAN,10511,6906,17417
14086,RIAU,15846,KOTA DUMAI,15858,DUMAI TIMUR,12643,13952,26595
14086,RIAU,15775,KOTA PEKANBARU,15818,TAMPAN,46591,16585,63176
15885,JAMBI,15961,KERINCI,16128,GUNUNG TUJUH,4804,2826,7630
15885,JAMBI,15961,KERINCI,83423,BUKITKERMAN,5591,1449,7040
14086,RIAU,15775,KOTA PEKANBARU,15834,PAYUNG SEKAKI,21464,18553,40017
14086,RIAU,15775,KOTA PEKANBARU,15791,SAIL,7270,2552,9822
14086,RIAU,15846,KOTA DUMAI,15847,DUMAI BARAT,8634,8526,17160
14086,RIAU,15846,KOTA DUMAI,83421,DUMAI KOTA,10345,9291,19636
15885,JAMBI,15961,KERINCI,16140,SIULAK,9457,3211,12668
14086,RIAU,15775,KOTA PEKANBARU,15807,RUMBAI,16179,11664,27843
15885,JAMBI,15961,KERINCI,16168,DEPATI TUJUH,9411,1087,10498
15885,JAMBI,15961,KERINCI,16033,GUNUNG KERINCI,5439,1921,7360
15885,JAMBI,15961,KERINCI,16081,KAYU ARO,6688,5817,12505
15885,JAMBI,15961,KERINCI,15962,GUNUNG RAYA,3254,1511,4765
15885,JAMBI,15961,KERINCI,83869,SIULAK MUKAI,1703,4138,5841
14086,RIAU,15846,KOTA DUMAI,15868,BUKIT KAPUR,7090,10694,17784
15885,JAMBI,15961,KERINCI,83484,AIR HANGAT BARAT,5517,1260,6777
15885,JAMBI,16183,MERANGIN,16184,JANGKAT,3823,2325,6148
15885,JAMBI,16183,MERANGIN,16353,PANGKALAN JAMBU,2766,1141,3907
15885,JAMBI,16183,MERANGIN,16335,TABIR TIMUR,1467,3009,4476
15885,JAMBI,15961,KERINCI,16010,AIR HANGAT,7685,1189,8874
15885,JAMBI,15961,KERINCI,83870,KAYU ARO BARAT,7380,5302,12682
15885,JAMBI,15961,KERINCI,15979,DANAU KERINCI,6905,1588,8493
15885,JAMBI,16183,MERANGIN,16327,TABIR ILIR,1901,3670,5571
15885,JAMBI,15961,KERINCI,16111,AIR HANGAT TIMUR,9624,1622,11246
15885,JAMBI,15961,KERINCI,16060,KELILING DANAU,11353,2450,13803
15885,JAMBI,15961,KERINCI,16045,BATANG MERANGIN,2744,1946,4690
15885,JAMBI,16183,MERANGIN,16362,SUNGAI TENANG,3572,1763,5335
15885,JAMBI,16183,MERANGIN,16340,RENAH PEMBARAP,4952,2115,7067
15885,JAMBI,15961,KERINCI,15994,SITINJAU LAUT,7094,1363,8457
15885,JAMBI,16183,MERANGIN,16375,RENAH PAMENANG,3617,4819,8436
15885,JAMBI,16183,MERANGIN,16318,PAMENANG BARAT,3843,5362,9205
15885,JAMBI,16183,MERANGIN,16307,BATANG MASUMAI,3954,1444,5398
15885,JAMBI,16183,MERANGIN,16398,TABIR BARAT,3337,2746,6083
15885,JAMBI,16183,MERANGIN,16234,TABIR,7757,7323,15080
15885,JAMBI,16183,MERANGIN,16380,PAMENANG SELATAN,2785,2787,5572
15885,JAMBI,16183,MERANGIN,16223,SUNGAI MANAU,4176,1322,5498
15885,JAMBI,16183,MERANGIN,16392,TABIR LINTAS,1732,2476,4208
15885,JAMBI,16183,MERANGIN,16196,BANGKO,15527,9014,24541
15885,JAMBI,16183,MERANGIN,16385,MARGO TABIR,3521,3851,7372
15885,JAMBI,16183,MERANGIN,16276,LEMBAH MASURAI,4810,6224,11034
15885,JAMBI,16183,MERANGIN,16205,MUARA SIAU,2103,2841,4944
15885,JAMBI,16183,MERANGIN,16299,NALO TATAN,3176,3784,6960
15885,JAMBI,16183,MERANGIN,16246,PAMENANG,7719,10204,17923
15885,JAMBI,16420,SAROLANGUN,16528,AIR HITAM,4078,8358,12436
15885,JAMBI,16420,SAROLANGUN,16421,BATANG ASAI,4821,3849,8670
15885,JAMBI,16183,MERANGIN,16292,BANGKO  BARAT,2571,3643,6214
15885,JAMBI,16183,MERANGIN,16261,TABIR ULU,1889,2501,4390
15885,JAMBI,16183,MERANGIN,16268,TABIR SELATAN,6435,9787,16222
15885,JAMBI,16420,SAROLANGUN,16556,SINGKUT,8310,12660,20970
15885,JAMBI,16420,SAROLANGUN,16460,SAROLANGUN,17727,9566,27293
15885,JAMBI,16420,SAROLANGUN,16539,BATHIN VIII,7002,4897,11899
15885,JAMBI,16420,SAROLANGUN,16507,MANDIANGIN,5970,12813,18783
15885,JAMBI,16183,MERANGIN,16413,TIANG PUMPUNG,1540,1256,2796
15885,JAMBI,16576,BATANGHARI,16629,BATIN XXIV,4564,9778,14342
15885,JAMBI,16420,SAROLANGUN,16476,PAUH,3769,8414,12183
15885,JAMBI,16420,SAROLANGUN,16444,LIMUN,5585,4783,10368
15885,JAMBI,16576,BATANGHARI,16608,MUARA BULIAN,17517,13529,31046
15885,JAMBI,16420,SAROLANGUN,16492,PELAWAN,7793,8655,16448
15885,JAMBI,16576,BATANGHARI,16594,MUARA TEMBESI,7589,7721,15310
15885,JAMBI,16699,MUARO JAMBI,16851,TAMAN RAJO,3570,3016,6586
15885,JAMBI,16420,SAROLANGUN,16567,CERMIN NAN GEDANG,3543,2448,5991
15885,JAMBI,16576,BATANGHARI,16577,MERSAM,6751,7857,14608
15885,JAMBI,16699,MUARO JAMBI,16813,SUNGAI GELAM,10668,23702,34370
15885,JAMBI,16699,MUARO JAMBI,16783,KUMPEH ULU,11373,14702,26075
15885,JAMBI,16576,BATANGHARI,16691,MARO SEBO ILIR,3539,3928,7467
15885,JAMBI,16576,BATANGHARI,16647,PEMAYUNG,8011,8427,16438
15885,JAMBI,16576,BATANGHARI,16666,MARO SEBO ULU,5077,9527,14604
15885,JAMBI,16699,MUARO JAMBI,16840,BAHAR SELATAN,3414,5524,8938
15885,JAMBI,16576,BATANGHARI,16681,BAJUBANG,6693,12232,18925
